Customer/ID,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score,FM_avg,Segment
801.0,308,2,27.08,1,2,1,121,4,2,Lost
9927.0,83,1,57.36,2,1,1,211,4,1,Lost
6531.0,89,1,74.65,2,1,1,211,4,1,Lost
9878.0,89,1,43.72,2,1,1,211,4,1,Lost
9884.0,89,1,48.0,2,1,1,211,4,1,Lost
9472.0,88,1,6.7,2,1,1,211,4,1,Lost
689.0,137,1,50.11,2,1,1,211,4,1,Lost
8483.0,136,1,21.0,2,1,1,211,4,1,Lost
1531.0,136,1,6.75,2,1,1,211,4,1,Lost
1530.0,136,1,17.200000000000003,2,1,1,211,4,1,Lost
1063.0,135,1,23.42,2,1,1,211,4,1,Lost
1219.0,312,2,15.4,1,2,1,121,4,2,Lost
9101.0,128,1,62.94,2,1,1,211,4,1,Lost
1481.0,128,1,12.8,2,1,1,211,4,1,Lost
9131.0,126,1,21.57,2,1,1,211,4,1,Lost
6683.0,125,1,40.8,2,1,1,211,4,1,Lost
1304.0,91,1,53.52,2,1,1,211,4,1,Lost
1732.0,90,1,20.72,2,1,1,211,4,1,Lost
1428.0,97,1,67.86,2,1,1,211,4,1,Lost
9813.0,96,1,20.7,2,1,1,211,4,1,Lost
9563.0,96,1,33.78,2,1,1,211,4,1,Lost
912.0,93,1,26.7,2,1,1,211,4,1,Lost
6611.0,133,1,59.48,2,1,1,211,4,1,Lost
8723.0,132,1,27.0,2,1,1,211,4,1,Lost
6194.0,310,1,106.02,1,1,2,112,4,2,Lost
719.0,430,1,96.82,1,1,2,112,4,2,Lost
2998.0,419,1,81.65,1,1,2,112,4,2,Lost
2991.0,419,1,109.7301597051597,1,1,2,112,4,2,Lost
2986.0,419,1,137.1,1,1,2,112,4,2,Lost
211.0,426,2,63.76,1,2,1,121,4,2,Lost
887.0,405,1,152.78,1,1,2,112,4,2,Lost
517.0,397,2,24.36,1,2,1,121,4,2,Lost
716.0,431,1,40.07,1,1,1,111,3,1,Lost
666.0,431,1,4.0,1,1,1,111,3,1,Lost
596.0,432,1,8.05,1,1,1,111,3,1,Lost
544.0,432,1,8.05,1,1,1,111,3,1,Lost
2542.0,433,1,21.0,1,1,1,111,3,1,Lost
926.0,433,1,63.35,1,1,1,111,3,1,Lost
2543.0,433,1,12.0,1,1,1,111,3,1,Lost
461.0,434,1,5.19,1,1,1,111,3,1,Lost
447.0,434,1,2.6,1,1,1,111,3,1,Lost
474.0,434,1,3.2,1,1,1,111,3,1,Lost
1085.0,423,1,6.68,1,1,1,111,3,1,Lost
1014.0,424,1,4.8,1,1,1,111,3,1,Lost
419.0,424,1,4.75,1,1,1,111,3,1,Lost
1048.0,424,1,40.36,1,1,1,111,3,1,Lost
1038.0,424,1,25.8,1,1,1,111,3,1,Lost
1246.0,412,1,14.91,1,1,1,111,3,1,Lost
1254.0,396,1,32.16,1,1,1,111,3,1,Lost
3687.0,397,1,27.97,1,1,1,111,3,1,Lost
1498.0,398,1,2.6,1,1,1,111,3,1,Lost
724.0,410,1,13.42,1,1,1,111,3,1,Lost
1294.0,410,1,22.79,1,1,1,111,3,1,Lost
2988.0,419,1,7.0,1,1,1,111,3,1,Lost
2990.0,419,1,47.89,1,1,1,111,3,1,Lost
1183.0,419,1,0.85,1,1,1,111,3,1,Lost
1154.0,419,1,7.08,1,1,1,111,3,1,Lost
6203.0,310,1,68.64,1,1,1,111,3,1,Lost
6200.0,310,1,26.82,1,1,1,111,3,1,Lost
1300.0,301,1,22.92,1,1,1,111,3,1,Lost
1960.0,306,1,9.03,1,1,1,111,3,1,Lost
6276.0,307,1,45.63,1,1,1,111,3,1,Lost
6257.0,310,1,38.96,1,1,1,111,3,1,Lost
6233.0,317,1,54.73,1,1,1,111,3,1,Lost
6238.0,319,1,41.15,1,1,1,111,3,1,Lost
1253.0,321,1,10.02,1,1,1,111,3,1,Lost
1185.0,325,1,2.38,1,1,1,111,3,1,Lost
745.0,329,1,73.07,1,1,1,111,3,1,Lost
6013.0,333,1,6.2,1,1,1,111,3,1,Lost
6006.0,335,1,12.8437479285292,1,1,1,111,3,1,Lost
1858.0,339,1,33.3,1,1,1,111,3,1,Lost
1528.0,342,1,14.04,1,1,1,111,3,1,Lost
292.0,343,1,30.48,1,1,1,111,3,1,Lost
874.0,343,1,9.29,1,1,1,111,3,1,Lost
1325.0,346,1,8.72,1,1,1,111,3,1,Lost
570.0,346,1,19.54,1,1,1,111,3,1,Lost
1813.0,348,1,6.27,1,1,1,111,3,1,Lost
1897.0,353,1,55.24,1,1,1,111,3,1,Lost
823.0,272,1,20.16,1,1,1,111,3,1,Lost
1202.0,276,1,10.07,1,1,1,111,3,1,Lost
1661.0,282,1,58.61,1,1,1,111,3,1,Lost
6251.0,292,1,31.9,1,1,1,111,3,1,Lost
1906.0,294,1,67.75,1,1,1,111,3,1,Lost
6193.0,298,1,39.6,1,1,1,111,3,1,Lost
6306.0,299,1,65.85,1,1,1,111,3,1,Lost
32.0,299,1,1.6,1,1,1,111,3,1,Lost
6179.0,300,1,75.43,1,1,1,111,3,1,Lost
6505.0,264,1,20.29,1,1,1,111,3,1,Lost
6469.0,269,1,20.61,1,1,1,111,3,1,Lost
902.0,255,1,67.67,1,1,1,111,3,1,Lost
6524.0,258,1,51.88,1,1,1,111,3,1,Lost
1069.0,258,1,72.81,1,1,1,111,3,1,Lost
94.0,171,1,11.88,1,1,1,111,3,1,Lost
6151.0,259,1,19.86,1,1,1,111,3,1,Lost
6520.0,261,1,37.2,1,1,1,111,3,1,Lost
974.0,354,1,12.21,1,1,1,111,3,1,Lost
1672.0,355,1,16.8,1,1,1,111,3,1,Lost
1821.0,356,1,1.28,1,1,1,111,3,1,Lost
1870.0,356,1,36.65,1,1,1,111,3,1,Lost
890.0,185,1,41.29,1,1,1,111,3,1,Lost
7054.0,188,1,67.87,1,1,1,111,3,1,Lost
6903.0,188,1,74.27,1,1,1,111,3,1,Lost
1095.0,249,1,21.32,1,1,1,111,3,1,Lost
6585.0,250,1,27.91,1,1,1,111,3,1,Lost
1724.0,192,1,52.59,1,1,1,111,3,1,Lost
6888.0,196,1,26.82,1,1,1,111,3,1,Lost
6697.0,231,1,34.39,1,1,1,111,3,1,Lost
62.0,233,1,33.36,1,1,1,111,3,1,Lost
1879.0,235,1,51.42,1,1,1,111,3,1,Lost
1307.0,358,1,61.76,1,1,1,111,3,1,Lost
1817.0,360,1,35.84,1,1,1,111,3,1,Lost
1780.0,362,1,29.22,1,1,1,111,3,1,Lost
1791.0,362,1,1.19,1,1,1,111,3,1,Lost
1471.0,364,1,34.05,1,1,1,111,3,1,Lost
998.0,364,1,10.55,1,1,1,111,3,1,Lost
1524.0,370,1,51.0,1,1,1,111,3,1,Lost
1074.0,372,1,44.82,1,1,1,111,3,1,Lost
962.0,373,1,10.07,1,1,1,111,3,1,Lost
602.0,374,1,50.84,1,1,1,111,3,1,Lost
425.0,375,1,17.52,1,1,1,111,3,1,Lost
1703.0,375,1,45.150000000000006,1,1,1,111,3,1,Lost
111.0,378,1,4.68,1,1,1,111,3,1,Lost
1662.0,382,1,16.24,1,1,1,111,3,1,Lost
593.0,388,1,9.96,1,1,1,111,3,1,Lost
3092.0,424,1,29.23348236331569,1,1,1,111,3,1,Lost
1066.0,412,1,54.76,1,1,1,111,3,1,Lost
1339.0,412,1,21.36,1,1,1,111,3,1,Lost
488.0,434,1,2.6,1,1,1,111,3,1,Lost
407.0,436,1,8.05,1,1,1,111,3,1,Lost
376.0,437,1,7.790000000000001,1,1,1,111,3,1,Lost
1216.0,418,1,2.46,1,1,1,111,3,1,Lost
1119.0,418,1,10.55,1,1,1,111,3,1,Lost
6854.0,200,1,65.39,1,1,1,111,3,1,Lost
953.0,207,1,18.16,1,1,1,111,3,1,Lost
6633.0,207,1,49.86753437497294,1,1,1,111,3,1,Lost
1711.0,217,1,8.76,1,1,1,111,3,1,Lost
1033.0,424,1,2.6,1,1,1,111,3,1,Lost
294.0,438,1,2.26,1,1,1,111,3,1,Lost
276.0,438,1,23.69,1,1,1,111,3,1,Lost
258.0,438,1,23.0,1,1,1,111,3,1,Lost
339.0,438,1,32.5,1,1,1,111,3,1,Lost
150.0,443,1,30.07,1,1,1,111,3,1,Lost
140.0,445,1,2.6,1,1,1,111,3,1,Lost
68.0,450,1,3.9,1,1,1,111,3,1,Lost
1619.0,389,1,47.6,1,1,1,111,3,1,Lost
1604.0,390,1,14.89,1,1,1,111,3,1,Lost
1579.0,390,1,40.2,1,1,1,111,3,1,Lost
2010.0,426,1,2.44,1,1,1,111,3,1,Lost
1971.0,455,1,38.760714285714286,1,1,1,111,3,1,Lost
